id,date,product_id,price,sales,product_name
3,2024-05-05,11,105,200,Meat
6,2024-05-05,11,105,200,Meat
9,2024-05-05,11,105,200,Meat
12,2024-05-05,11,105,200,Meat
15,2024-05-05,11,105,200,Meat
18,2024-05-05,11,105,200,Meat
21,2024-05-05,11,105,200,Meat
24,2024-05-05,11,105,200,Meat
27,2024-05-05,11,105,200,Meat
30,2024-05-05,11,105,200,Meat
33,2024-05-05,11,105,200,Meat
36,2024-05-05,11,105,200,Meat
39,2024-05-05,11,105,200,Meat
42,2024-05-05,11,105,200,Meat
45,2024-05-05,11,105,200,Meat
48,2024-05-05,11,105,200,Meat
51,2024-05-05,11,105,200,Meat
54,2024-05-05,11,105,200,Meat
57,2024-05-05,11,105,200,Meat
60,2024-05-05,11,105,200,Meat
63,2024-05-05,11,105,200,Meat
66,2024-05-05,11,105,200,Meat
69,2024-05-05,11,105,200,Meat
72,2024-05-05,11,105,200,Meat
75,2024-05-05,11,105,200,Meat
78,2024-05-05,11,105,200,Meat
81,2024-05-05,11,105,200,Meat
84,2024-05-05,11,105,200,Meat
87,2024-05-05,11,105,200,Meat
90,2024-05-05,11,105,200,Meat
93,2024-05-05,11,105,200,Meat
96,2024-05-05,11,105,200,Meat
99,2024-05-05,11,105,200,Meat
102,2024-05-05,11,105,200,Meat
105,2024-05-05,11,105,200,Meat
108,2024-05-05,11,105,200,Meat
111,2024-05-05,11,105,200,Meat
114,2024-05-05,11,105,200,Meat
117,2024-05-05,11,105,200,Meat
120,2024-05-05,11,105,200,Meat
123,2024-05-05,11,105,200,Meat
126,2024-05-05,11,105,200,Meat
129,2024-05-05,11,105,200,Meat
132,2024-05-05,11,105,200,Meat
135,2024-05-05,11,105,200,Meat
138,2024-05-05,11,105,200,Meat
141,2024-05-05,11,105,200,Meat
144,2024-05-05,11,105,200,Meat
147,2024-05-05,11,105,200,Meat
150,2024-05-05,11,105,200,Meat
153,2024-05-05,11,105,200,Meat
156,2024-05-05,11,105,200,Meat
159,2024-05-05,11,105,200,Meat
162,2024-05-05,11,105,200,Meat
165,2024-05-05,11,105,200,Meat
168,2024-05-05,11,105,200,Meat
171,2024-05-05,11,105,200,Meat
174,2024-05-05,11,105,200,Meat
177,2024-05-05,11,105,200,Meat
180,2024-05-05,11,105,200,Meat
183,2024-05-05,11,105,200,Meat
186,2024-05-05,11,105,200,Meat
189,2024-05-05,11,105,200,Meat
192,2024-05-05,11,105,200,Meat
195,2024-05-05,11,105,200,Meat
198,2024-05-05,11,105,200,Meat
201,2024-05-05,11,105,200,Meat
204,2024-05-05,11,105,200,Meat
207,2024-05-05,11,105,200,Meat
210,2024-05-05,11,105,200,Meat
213,2024-05-05,11,105,200,Meat
216,2024-05-05,11,105,200,Meat
219,2024-05-05,11,105,200,Meat
222,2024-05-05,11,105,200,Meat
225,2024-05-05,11,105,200,Meat
228,2024-05-05,11,105,200,Meat
231,2024-05-05,11,105,200,Meat
234,2024-05-05,11,105,200,Meat
237,2024-05-05,11,105,200,Meat
240,2024-05-05,11,105,200,Meat
243,2024-05-05,11,105,200,Meat
246,2024-05-05,11,105,200,Meat
249,2024-05-05,11,105,200,Meat
252,2024-05-05,11,105,200,Meat
255,2024-05-05,11,105,200,Meat
258,2024-05-05,11,105,200,Meat
261,2024-05-05,11,105,200,Meat
264,2024-05-05,11,105,200,Meat
267,2024-05-05,11,105,200,Meat
270,2024-05-05,11,105,200,Meat
273,2024-05-05,11,105,200,Meat
276,2024-05-05,11,105,200,Meat
279,2024-05-05,11,105,200,Meat
282,2024-05-05,11,105,200,Meat
285,2024-05-05,11,105,200,Meat
288,2024-05-05,11,105,200,Meat
291,2024-05-05,11,105,200,Meat
294,2024-05-05,11,105,200,Meat
297,2024-05-05,11,105,200,Meat
300,2024-05-05,11,105,200,Meat
303,2024-05-05,11,105,200,Meat
306,2024-05-05,11,105,200,Meat
309,2024-05-05,11,105,200,Meat
312,2024-05-05,11,105,200,Meat
315,2024-05-05,11,105,200,Meat
318,2024-05-05,11,105,200,Meat
321,2024-05-05,11,105,200,Meat
324,2024-05-05,11,105,200,Meat
327,2024-05-05,11,105,200,Meat
330,2024-05-05,11,105,200,Meat
333,2024-05-05,11,105,200,Meat
336,2024-05-05,11,105,200,Meat
339,2024-05-05,11,105,200,Meat
342,2024-05-05,11,105,200,Meat
345,2024-05-05,11,105,200,Meat
348,2024-05-05,11,105,200,Meat
351,2024-05-05,11,105,200,Meat
354,2024-05-05,11,105,200,Meat
357,2024-05-05,11,105,200,Meat
360,2024-05-05,11,105,200,Meat
363,2024-05-05,11,105,200,Meat
366,2024-05-05,11,105,200,Meat
369,2024-05-05,11,105,200,Meat
372,2024-05-05,11,105,200,Meat
375,2024-05-05,11,105,200,Meat
378,2024-05-05,11,105,200,Meat
