id,date,product_id,price,sales,product_name
2761,2024-05-06,23,26,200,sav
2762,2024-05-06,23,26,200,sav
2763,2024-05-06,23,26,200,sav
2764,2024-05-06,23,26,200,sav
2765,2024-05-06,23,26,200,sav
2766,2024-05-06,23,26,200,sav
2767,2024-05-06,23,26,200,sav
2768,2024-05-06,23,26,200,sav
2769,2024-05-06,23,26,200,sav
2770,2024-05-06,23,26,200,sav
2771,2024-05-06,23,26,200,sav
2772,2024-05-06,23,26,200,sav
2773,2024-05-06,23,26,200,sav
2774,2024-05-06,23,26,200,sav
2775,2024-05-06,23,26,200,sav
2776,2024-05-06,23,26,200,sav
2777,2024-05-06,23,26,200,sav
2778,2024-05-06,23,26,200,sav
2779,2024-05-06,23,26,200,sav
2780,2024-05-06,23,26,200,sav
2781,2024-05-06,23,26,200,sav
2782,2024-05-06,23,26,200,sav
2783,2024-05-06,23,26,200,sav
2784,2024-05-06,23,26,200,sav
2785,2024-05-06,23,26,200,sav
2786,2024-05-06,23,26,200,sav
2787,2024-05-06,23,26,200,sav
2788,2024-05-06,23,26,200,sav
2789,2024-05-06,23,26,200,sav
2790,2024-05-06,23,26,200,sav
2791,2024-05-06,23,26,200,sav
2792,2024-05-06,23,26,200,sav
2793,2024-05-06,23,26,200,sav
2794,2024-05-06,23,26,200,sav
2795,2024-05-06,23,26,200,sav
2796,2024-05-06,23,26,200,sav
2797,2024-05-06,23,26,200,sav
2798,2024-05-06,23,26,200,sav
2799,2024-05-06,23,26,200,sav
2800,2024-05-06,23,26,200,sav
2801,2024-05-06,23,26,200,sav
2802,2024-05-06,23,26,200,sav
2803,2024-05-06,23,26,200,sav
2804,2024-05-06,23,26,200,sav
2805,2024-05-06,23,26,200,sav
2806,2024-05-06,23,26,200,sav
2807,2024-05-06,23,26,200,sav
2808,2024-05-06,23,26,200,sav
2809,2024-05-06,23,26,200,sav
2810,2024-05-06,23,26,200,sav
2811,2024-05-06,23,26,200,sav
2812,2024-05-06,23,26,200,sav
2813,2024-05-06,23,26,200,sav
2814,2024-05-06,23,26,200,sav
2815,2024-05-06,23,26,200,sav
2816,2024-05-06,23,26,200,sav
2817,2024-05-06,23,26,200,sav
2818,2024-05-06,23,26,200,sav
2819,2024-05-06,23,26,200,sav
2820,2024-05-06,23,26,200,sav
2821,2024-05-06,23,26,200,sav
2822,2024-05-06,23,26,200,sav
2823,2024-05-06,23,26,200,sav
2824,2024-05-06,23,26,200,sav
2825,2024-05-06,23,26,200,sav
2826,2024-05-06,23,26,200,sav
2827,2024-05-06,23,26,200,sav
2828,2024-05-06,23,26,200,sav
2829,2024-05-06,23,26,200,sav
2830,2024-05-06,23,26,200,sav
2831,2024-05-06,23,26,200,sav
2832,2024-05-06,23,26,200,sav
2833,2024-05-06,23,26,200,sav
2834,2024-05-06,23,26,200,sav
2835,2024-05-06,23,26,200,sav
2836,2024-05-06,23,26,200,sav
2837,2024-05-06,23,26,200,sav
2838,2024-05-06,23,26,200,sav
2839,2024-05-06,23,26,200,sav
2840,2024-05-06,23,26,200,sav
2841,2024-05-06,23,26,200,sav
2842,2024-05-06,23,26,200,sav
2843,2024-05-06,23,26,200,sav
2844,2024-05-06,23,26,200,sav
2845,2024-05-06,23,26,200,sav
2846,2024-05-06,23,26,200,sav
2847,2024-05-06,23,26,200,sav
2848,2024-05-06,23,26,200,sav
2849,2024-05-06,23,26,200,sav
2850,2024-05-06,23,26,200,sav
2851,2024-05-06,23,26,200,sav
2852,2024-05-06,23,26,200,sav
2853,2024-05-06,23,26,200,sav
2854,2024-05-06,23,26,200,sav
2855,2024-05-06,23,26,200,sav
2856,2024-05-06,23,26,200,sav
2857,2024-05-06,23,26,200,sav
2858,2024-05-06,23,26,200,sav
2859,2024-05-06,23,26,200,sav
2860,2024-05-06,23,26,200,sav
2861,2024-05-06,23,26,200,sav
2862,2024-05-06,23,26,200,sav
2863,2024-05-06,23,26,200,sav
2864,2024-05-06,23,26,200,sav
2865,2024-05-06,23,26,200,sav
2866,2024-05-06,23,26,200,sav
2867,2024-05-06,23,26,200,sav
2868,2024-05-06,23,26,200,sav
2869,2024-05-06,23,26,200,sav
2870,2024-05-06,23,26,200,sav
2871,2024-05-06,23,26,200,sav
2872,2024-05-06,23,26,200,sav
2873,2024-05-06,23,26,200,sav
2874,2024-05-06,23,26,200,sav
2875,2024-05-06,23,26,200,sav
2876,2024-05-06,23,26,200,sav
2877,2024-05-06,23,26,200,sav
2878,2024-05-06,23,26,200,sav
2879,2024-05-06,23,26,200,sav
2880,2024-05-06,23,26,200,sav
2881,2024-05-06,23,26,200,sav
2882,2024-05-06,23,26,200,sav
2883,2024-05-06,23,26,200,sav
2884,2024-05-06,23,26,200,sav
2885,2024-05-06,23,26,200,sav
2886,2024-05-06,23,26,200,sav
2887,2024-05-06,23,26,200,sav
2888,2024-05-06,23,26,200,sav
2889,2024-05-06,23,26,200,sav
2890,2024-05-06,23,26,200,sav
2891,2024-05-06,23,26,200,sav
2892,2024-05-06,23,26,200,sav
2893,2024-05-06,23,26,200,sav
2894,2024-05-06,23,26,200,sav
2895,2024-05-06,23,26,200,sav
2896,2024-05-06,23,26,200,sav
2897,2024-05-06,23,26,200,sav
2898,2024-05-06,23,26,200,sav
2899,2024-05-06,23,26,200,sav
2900,2024-05-06,23,26,200,sav
2901,2024-05-06,23,26,200,sav
2902,2024-05-06,23,26,200,sav
2903,2024-05-06,23,26,200,sav
2904,2024-05-06,23,26,200,sav
2905,2024-05-06,23,26,200,sav
2906,2024-05-06,23,26,200,sav
2907,2024-05-06,23,26,200,sav
2908,2024-05-06,23,26,200,sav
2909,2024-05-06,23,26,200,sav
2910,2024-05-06,23,26,200,sav
2911,2024-05-06,23,26,200,sav
2912,2024-05-06,23,26,200,sav
2913,2024-05-06,23,26,200,sav
2914,2024-05-06,23,26,200,sav
2915,2024-05-06,23,26,200,sav
2916,2024-05-06,23,26,200,sav
2917,2024-05-06,23,26,200,sav
2918,2024-05-06,23,26,200,sav
2919,2024-05-06,23,26,200,sav
2920,2024-05-06,23,26,200,sav
2921,2024-05-06,23,26,200,sav
2922,2024-05-06,23,26,200,sav
2923,2024-05-06,23,26,200,sav
2924,2024-05-06,23,26,200,sav
2925,2024-05-06,23,26,200,sav
2926,2024-05-06,23,26,200,sav
2927,2024-05-06,23,26,200,sav
2928,2024-05-06,23,26,200,sav
2929,2024-05-06,23,26,200,sav
2930,2024-05-06,23,26,200,sav
2931,2024-05-06,23,26,200,sav
2932,2024-05-06,23,26,200,sav
2933,2024-05-06,23,26,200,sav
2934,2024-05-06,23,26,200,sav
2935,2024-05-06,23,26,200,sav
2936,2024-05-06,23,26,200,sav
2937,2024-05-06,23,26,200,sav
2938,2024-05-06,23,26,200,sav
2939,2024-05-06,23,26,200,sav
2940,2024-05-06,23,26,200,sav
2941,2024-05-06,23,26,200,sav
2942,2024-05-06,23,26,200,sav
2943,2024-05-06,23,26,200,sav
2944,2024-05-06,23,26,200,sav
2945,2024-05-06,23,26,200,sav
2946,2024-05-06,23,26,200,sav
2947,2024-05-06,23,26,200,sav
2948,2024-05-06,23,26,200,sav
2949,2024-05-06,23,26,200,sav
2950,2024-05-06,23,26,200,sav
2951,2024-05-06,23,26,200,sav
2952,2024-05-06,23,26,200,sav
2953,2024-05-06,23,26,200,sav
2954,2024-05-06,23,26,200,sav
2955,2024-05-06,23,26,200,sav
2956,2024-05-06,23,26,200,sav
2957,2024-05-06,23,26,200,sav
2958,2024-05-06,23,26,200,sav
2959,2024-05-06,23,26,200,sav
2960,2024-05-06,23,26,200,sav
2961,2024-05-06,23,26,200,sav
2962,2024-05-06,23,26,200,sav
2963,2024-05-06,23,26,200,sav
2964,2024-05-06,23,26,200,sav
2965,2024-05-06,23,26,200,sav
2966,2024-05-06,23,26,200,sav
2967,2024-05-06,23,26,200,sav
2968,2024-05-06,23,26,200,sav
2969,2024-05-06,23,26,200,sav
2970,2024-05-06,23,26,200,sav
2971,2024-05-06,23,26,200,sav
2972,2024-05-06,23,26,200,sav
2973,2024-05-06,23,26,200,sav
2974,2024-05-06,23,26,200,sav
2975,2024-05-06,23,26,200,sav
2976,2024-05-06,23,26,200,sav
2977,2024-05-06,23,26,200,sav
2978,2024-05-06,23,26,200,sav
2979,2024-05-06,23,26,200,sav
2980,2024-05-06,23,26,200,sav
2981,2024-05-06,23,26,200,sav
2982,2024-05-06,23,26,200,sav
2983,2024-05-06,23,26,200,sav
2984,2024-05-06,23,26,200,sav
2985,2024-05-06,23,26,200,sav
2986,2024-05-06,23,26,200,sav
2987,2024-05-06,23,26,200,sav
2988,2024-05-06,23,26,200,sav
2989,2024-05-06,23,26,200,sav
2990,2024-05-06,23,26,200,sav
2991,2024-05-06,23,26,200,sav
2992,2024-05-06,23,26,200,sav
2993,2024-05-06,23,26,200,sav
2994,2024-05-06,23,26,200,sav
2995,2024-05-06,23,26,200,sav
2996,2024-05-06,23,26,200,sav
2997,2024-05-06,23,26,200,sav
2998,2024-05-06,23,26,200,sav
2999,2024-05-06,23,26,200,sav
3000,2024-05-06,23,26,200,sav
3001,2024-05-06,23,26,200,sav
3002,2024-05-06,23,26,200,sav
3003,2024-05-06,23,26,200,sav
3004,2024-05-06,23,26,200,sav
3005,2024-05-06,23,26,200,sav
3006,2024-05-06,23,26,200,sav
3007,2024-05-06,23,26,200,sav
3008,2024-05-06,23,26,200,sav
3009,2024-05-06,23,26,200,sav
3010,2024-05-06,23,26,200,sav
3011,2024-05-06,23,26,200,sav
3012,2024-05-06,23,26,200,sav
3013,2024-05-06,23,26,200,sav
3014,2024-05-06,23,26,200,sav
3015,2024-05-06,23,26,200,sav
3016,2024-05-06,23,26,200,sav
3017,2024-05-06,23,26,200,sav
3018,2024-05-06,23,26,200,sav
3019,2024-05-06,23,26,200,sav
3020,2024-05-06,23,26,200,sav
3021,2024-05-06,23,26,200,sav
3022,2024-05-06,23,26,200,sav
3023,2024-05-06,23,26,200,sav
3024,2024-05-06,23,26,200,sav
3025,2024-05-06,23,26,200,sav
3026,2024-05-06,23,26,200,sav
3027,2024-05-06,23,26,200,sav
3028,2024-05-06,23,26,200,sav
3029,2024-05-06,23,26,200,sav
3030,2024-05-06,23,26,200,sav
3031,2024-05-06,23,26,200,sav
3032,2024-05-06,23,26,200,sav
3033,2024-05-06,23,26,200,sav
3034,2024-05-06,23,26,200,sav
3035,2024-05-06,23,26,200,sav
3036,2024-05-06,23,26,200,sav
3037,2024-05-06,23,26,200,sav
3038,2024-05-06,23,26,200,sav
3039,2024-05-06,23,26,200,sav
3040,2024-05-06,23,26,200,sav
3041,2024-05-06,23,26,200,sav
3042,2024-05-06,23,26,200,sav
3043,2024-05-06,23,26,200,sav
3044,2024-05-06,23,26,200,sav
3045,2024-05-06,23,26,200,sav
3046,2024-05-06,23,26,200,sav
3047,2024-05-06,23,26,200,sav
3048,2024-05-06,23,26,200,sav
3049,2024-05-06,23,26,200,sav
3050,2024-05-06,23,26,200,sav
3051,2024-05-06,23,26,200,sav
3052,2024-05-06,23,26,200,sav
3053,2024-05-06,23,26,200,sav
3054,2024-05-06,23,26,200,sav
3055,2024-05-06,23,26,200,sav
3056,2024-05-06,23,26,200,sav
3057,2024-05-06,23,26,200,sav
3058,2024-05-06,23,26,200,sav
3059,2024-05-06,23,26,200,sav
3060,2024-05-06,23,26,200,sav
3061,2024-05-06,23,26,200,sav
3062,2024-05-06,23,26,200,sav
3063,2024-05-06,23,26,200,sav
3064,2024-05-06,23,26,200,sav
3065,2024-05-06,23,26,200,sav
3066,2024-05-06,23,26,200,sav
3067,2024-05-06,23,26,200,sav
3068,2024-05-06,23,26,200,sav
